id:ID,name,type,:LABEL
entity:36baf751a31c54bff9ea,Somalia,LOCATION,Entity
entity:bc2fd5edfdac9d481a85,người Mỹ gốc Thuỵ Điển,PERSON,Entity
entity:8599c21cde192ec5f4e0,Cục Điều tra Dân số Hoa Kỳ,ORGANIZATION,Entity
entity:b59e6d38e500d8311fef,năm 1820,DATE,Entity
entity:be3ce228a53b7cffba66,một phần ba dân số,CONCEPT,Entity
entity:6ff008e164c249a9ccf0,"4,4 triệu người Mỹ gốc Thuỵ Điển",CONCEPT,Entity
entity:e09a20655126b142e122,330.000 người,CONCEPT,Entity
entity:620468d53fee34de527f,3.193.089 người,CONCEPT,Entity
entity:a92a38063aac2265cc5b,"31,5% dân số",CONCEPT,Entity
entity:c4e9f846ca73736b804f,tiếng Ả Rập,CONCEPT,Entity
entity:1899f3c30c8340a19673,tiếng Meänkieli,CONCEPT,Entity
entity:af258e95d97edde254f9,tiếng Jiddisch,CONCEPT,Entity
entity:631eaaf9898d84ee11b3,tiếng Romani,CONCEPT,Entity
entity:84b1a21284662fc47a35,Giáo hội Thụy Điển,ORGANIZATION,Entity
entity:22d17d4b281db1dbc983,tháng 12 năm 1972,DATE,Entity
entity:97ba8d88abdf9a201d99,vùng Balkan,LOCATION,Entity
entity:890ccdfb51020cb0c7ca,Thổ Nhĩ Kỳ,LOCATION,Entity
entity:a69125b3f99a38355654,Bắc Phi,LOCATION,Entity
entity:f8ecbe1b7f81cebeec2a,Trung Đông,LOCATION,Entity
entity:b9715156a3429a94bfe9,600.000 người,CONCEPT,Entity
entity:cdb62693de9a7d6985ba,Công giáo Rôma,CONCEPT,Entity
entity:f75f2cb27cf26cfb392d,Chính thống giáo Đông phương,CONCEPT,Entity
entity:beac0b2d8e1d47eb2c6f,Nhân chứng Jehova,CONCEPT,Entity
entity:f99cf4f0af4f7237f4ca,Eurobarometer,ORGANIZATION,Entity
entity:47c466d4b96c9bad4a73,chính trị,CONCEPT,Entity
entity:a6a784dfb41bcbafb7e8,dòng người nhập cư,CONCEPT,Entity
entity:667e022772bb03ed1236,Eurostat,ORGANIZATION,Entity
entity:4d24f13be2b5c8631df2,gian lận thuế,CONCEPT,Entity
entity:68faa7da2735a87bb31a,tội phạm liên quan đến tài sản,CONCEPT,Entity
entity:dd0c83e9188638a6ced1,tội phạm tình dục,CONCEPT,Entity
entity:f4e8162d680fb023e03f,tham nhũng,CONCEPT,Entity
entity:626c31129a837e89b011,Hệ thống pháp lý và thể chế ở Thụy Điển,CONCEPT,Entity
entity:cd7658973aa882cb26ee,Tỷ lệ giết người ở Thụy Điển,CONCEPT,Entity
entity:f99e5a0c85536dc20cc9,năm 2015,DATE,Entity
entity:2eca88b00448419d1643,bạo lực chết người được xác nhận,CONCEPT,Entity
entity:f89334ae1e32d2443621,giai đoạn 2006-2015,DATE,Entity
entity:4b27fc7dd2ba9dac1fb0,các nghiên cứu về những vụ bạo lực gây chết người ở Thụy Điển,SCIENCE,Entity
entity:3a2c33592e7498edb0ac,tự tử,CONCEPT,Entity
entity:a6fde7b6cbd9cbfe7ce6,tai nạn,CONCEPT,Entity
entity:baba40ddc5e3da8e3eeb,tử vong tự nhiên,CONCEPT,Entity
entity:6d17116f8a461d32e9b8,SCS,ORGANIZATION,Entity
entity:613b2dff899235fbf0fa,bạo lực tình dục,CONCEPT,Entity
entity:46c52f5511dafe10f1a0,nữ giới,CONCEPT,Entity
entity:2352f1b4bdf0aeee1cd5,nam giới,CONCEPT,Entity
entity:367936c013510efffbc5,khung tuổi 20-24,CONCEPT,Entity
entity:ab575edff7de662e5998,nơi công cộng,LOCATION,Entity
entity:bd22f443c6bba079741f,khung tuổi 20-24,DATE,Entity
entity:fe6d2c656cc9e0b1184c,Hội đồng Quốc gia Thụy Điển về Phòng chống tội phạm (BRÅ),ORGANIZATION,Entity
entity:08f15bb3cc3e1daeb4d4,tháng 8 năm 2018,DATE,Entity
entity:3f1b2bca643b9663c252,SVT,ORGANIZATION,Entity
entity:4c2dc4b67a3f7c8bbf07,Liên minh châu Âu,LOCATION,Entity
entity:67a548aec80260cd1076,Ả Rập,LOCATION,Entity
entity:837f77f85531290e6198,tỷ lệ tội phạm tình dục,CONCEPT,Entity
entity:f06b11701c52ba881b22,trường công lập,ORGANIZATION,Entity
entity:a18fde9076f06243b3ef,trẻ em từ 6 đến 16 tuổi,CONCEPT,Entity
entity:9071b745f379ee71bcd7,học sinh,CONCEPT,Entity
entity:02c3f9ad07014d37f0e3,trường học,CONCEPT,Entity
entity:d10bb62ed468b4c10333,chính quyền thành phố,ORGANIZATION,Entity
entity:c37cade37bf20e93c2b2,Bữa ăn trưa ở trường,CONCEPT,Entity
entity:e18b7248e80024a1f832,bữa sáng miễn phí,CONCEPT,Entity
entity:bb4d2104a974f635d05e,Lund,LOCATION,Entity
entity:aa57ab62d265b41f72a8,EEA,LOCATION,Entity
entity:261cf691439052110496,PISA,EVENT,Entity
entity:6377236c4c388d960425,PISA (Chương trình đánh giá học sinh quốc tế),EVENT,Entity
entity:e3d70b8ac029bd1eba75,Hệ thống chăm sóc sức khỏe Thụy Điển,CONCEPT,Entity
entity:aced3ffc4615975dd3f9,chăm sóc sức khỏe tư nhân,CONCEPT,Entity
entity:0b5758cc98e86a2696d4,tỷ lệ tử vong trẻ sơ sinh,CONCEPT,Entity
entity:a4075eded3756770ff3b,tuổi thọ trung bình,CONCEPT,Entity
entity:e5439781c666b7f6e603,nước uống,NATURE,Entity
entity:23a9678735eb9d3909db,nước uống,CONCEPT,Entity
entity:927a536206f180a70dc1,EHCI,ORGANIZATION,Entity
entity:8d32e2b19f8c180cd197,Mô hình Thụy Điển,CONCEPT,Entity
entity:e4edc5c5a33928c28e6e,hệ thống phúc lợi xã hội,CONCEPT,Entity
entity:37a6f3a40a8f577c4ed7,người về hưu,CONCEPT,Entity
entity:1174aa11665d35a0599c,Hệ thống phúc lợi xã hội Thụy Điển,CONCEPT,Entity
entity:21ba6c9d32c73e2e0684,hệ thống chăm sóc trẻ em của làng xã,CONCEPT,Entity
entity:172497d20d7fc8f47712,hệ thống chăm sóc người già của làng xã,CONCEPT,Entity
entity:5d5290055d4c8e609877,thập niên vừa qua,DATE,Entity
entity:932ba350ca13ef73670e,phát triển nhân khẩu,CONCEPT,Entity
entity:0a16e5612a4e3bd8c185,hệ thống hưu trí,CONCEPT,Entity
entity:9c7c5979930fe46eb78b,phát triển kinh tế,CONCEPT,Entity
entity:c7a3d7902e5d184f25c7,các cuộc bầu cử vừa qua,EVENT,Entity
entity:48278f688eff37267b86,người công dân,CONCEPT,Entity
entity:219c5c6f31e7c3c34d20,cuộc cách mạng khoa học của Thụy Điển,EVENT,Entity
entity:824d3fb90c4e9656b4d2,người công dân,PERSON,Entity
entity:ca907b059ee13ceb1101,Viện Hàn lâm Khoa học Hoàng gia Thụy Điển,ORGANIZATION,Entity
entity:59d30042963aa9b0cace,Carl Linnaeus,PERSON,Entity
entity:d3808948e6e9627d5f64,Anders Celsius,PERSON,Entity
entity:2674dfe263ded812180d,Nhiệt kế Celsius,ARTIFICIAL,Entity
entity:6ec31360cab618c58460,công ty,ORGANIZATION,Entity
entity:881cf0d8b2919ea73042,Gustaf Dalén,PERSON,Entity
entity:f50fb81aafa13de36545,AGA,ORGANIZATION,Entity
entity:adbb816135dab1632d89,giải Nobel Vật lý,EVENT,Entity
entity:3e2b0927d3fe5521a5e8,van mặt trời,ARTIFICIAL,Entity
entity:9796bbecfdf366bec76a,Alfred Nobel,PERSON,Entity
entity:0c502e79575f694c3c2f,thuốc nổ,ARTIFICIAL,Entity
entity:39918160dbce1c774f5f,van mặt trời,TECHNOLOGY,Entity
entity:5b0d84baa4b52732701a,Lars Magnus Ericsson,PERSON,Entity
entity:1d8cdead7bf6ec0dff42,Jonas Wenström,PERSON,Entity
entity:a6d38bf2fdc9662a187e,Nikola Tesla,PERSON,Entity
entity:16a0421176d611b75f74,dòng điện xoay chiều,SCIENCE,Entity
entity:df2ea4e40e5bdf7e1de9,hệ thống điện ba pha,TECHNOLOGY,Entity
entity:8a704e74c2027676f5de,Tetra Pak,WORK,Entity
entity:337b685b3bda2ec92136,Erik Wallenberg,PERSON,Entity
entity:270060695c417972ab55,Tetra Pak,ARTIFICIAL,Entity
entity:55027db15a379d8c5c1f,Omeprazole,ARTIFICIAL,Entity
entity:6be472d4ec06e74ddd21,AstraZeneca,ORGANIZATION,Entity
entity:c3cd4ce5729f907b7e24,Håkan Lans,PERSON,Entity
entity:bc2135d5016f860c6e15,Hệ thống nhận dạng tự động (AIS),TECHNOLOGY,Entity
entity:5f2c7372ef138b68b73a,Văn phòng Sáng chế và Nhãn hiệu Hoa Kỳ,ORGANIZATION,Entity
entity:d4a4f0c89ae142792aca,MAX IV,SCIENCE,Entity
entity:6339c2f83a5576634f66,European Spallation Source,SCIENCE,Entity
entity:e2c6ad95b752805cc74e,14 tỷ SEK,CONCEPT,Entity
entity:d3ef5b0065bddd7d00f7,gần 3 tỷ USD,CONCEPT,Entity
entity:79d9a63aea8c92040518,ngày 1 tháng 4 năm 2019,DATE,Entity
entity:3f1bd7220c608d0622ab,chùm tia neutron,SCIENCE,Entity
entity:8191a8b79ada30bc24b7,nghiên cứu vật chất,SCIENCE,Entity
entity:0b086a5be3eb6f666be3,Phong trào Cải cách,EVENT,Entity
entity:3f0c29a49424af51fa12,Văn học,WORK,Entity
entity:2144960d0cbf93c27dbb,Then swänska Argus,WORK,Entity
entity:87e27169d5f2b054aa99,Olof Dalin,PERSON,Entity
entity:2503760126d8881dc95a,Hedvig Charlotta Nordenflycht,PERSON,Entity
entity:6bd0babce22916ab8ce2,Erik Gustaf Geijer,PERSON,Entity
entity:b722d933ca76b6fc92b6,Esaias Tegnér,PERSON,Entity
entity:c223af4deaa53db8c5a7,Thời kỳ Lãng mạn,EVENT,Entity
entity:42d25a1707a54d7cd584,năm 1732,DATE,Entity
entity:23c9f2fc0e2ee0dfa3e5,Vikingen,WORK,Entity
entity:6759ba10514bd9f0b022,Carl Jonas Love Almqvist,PERSON,Entity
entity:603e8c189b6dd8a976cc,Drottningens juvelsmycke,WORK,Entity
entity:bf2dd5928a16ca39c9e0,August Strindberg,PERSON,Entity
entity:8ec03c7f837bc1ee49b1,Selma Lagerlöf,PERSON,Entity
entity:a6ab55d16042d810a1c7,Fadren (Cha),WORK,Entity
entity:af49e873fe618abd3127,Fröken Julie,WORK,Entity
entity:b10cbd0f2269fbddd72a,người Viking,CONCEPT,Entity
entity:d5b224b11cd99c3f4140,quyền trí thức của phụ nữ,CONCEPT,Entity
entity:cb0cc5734362ec44e3e4,Fröken Julie (Người con gái tên Julie),WORK,Entity
entity:2a4ccd86a083e41656c4,Gösta Berlings saga,WORK,Entity
entity:72986f72236698d28c97,Sigfrid Siwertz,PERSON,Entity
entity:1cbbca3707dac215b1b8,Elin Wägner,PERSON,Entity
entity:6450b38a73a9aa0fdfb7,Hjalmar Bergman,PERSON,Entity
entity:36732923ade54b8053aa,thập niên sau Chiến tranh thế giới thứ hai,DATE,Entity
entity:ffae027c8db995513aa4,xã hội nông nghiệp,CONCEPT,Entity
entity:18a70a63869857603dc7,xã hội công nghiệp,CONCEPT,Entity
entity:ce19112ee3d03aa53def,Thời kỳ Hiện đại,CONCEPT,Entity
entity:9f0a633a81de222199d3,Per Olov Enquist,PERSON,Entity
entity:f1cfc795e17a5a61f8d1,Pär Westberg,PERSON,Entity
entity:1116e9a1aead149316c3,Sara Lidman,PERSON,Entity
entity:72085c605bdb122c5c80,Lars Norén,PERSON,Entity
entity:efb2418a03850edc66d4,Modet att döda,WORK,Entity
entity:b41bd1ad892d1ea00d23,người Balt,CONCEPT,Entity
entity:18c6a8ff9588cedc0a38,năm 1980,DATE,Entity
entity:c69bdb1493ab25a35485,phim có âm thanh,TECHNOLOGY,Entity
entity:b6e8fe30991664c1e426,phim Thụy Điển,WORK,Entity
entity:905f04a72a425be26b7b,Con người trong thành phố,WORK,Entity
entity:8ecc83b2ee429abba465,Arne Sucksdorf,PERSON,Entity
entity:d3273f7a1e013d3ce997,Oscar,EVENT,Entity
entity:b502b792871ecacd1556,ABBA,ORGANIZATION,Entity
entity:1c0843d2d7fe4476d952,Roxette,ORGANIZATION,Entity
entity:f273ca2fe464622c3764,Ace of Base,ORGANIZATION,Entity
entity:1f84da19ace868e51999,Europe,ORGANIZATION,Entity
entity:b24f175e8fc8565cb1a7,A-teens,ORGANIZATION,Entity
entity:d2841e49909626d7e675,The Cardigans,ORGANIZATION,Entity
entity:eca78f26c7bccb1bf1c1,Robyn,PERSON,Entity
entity:f8e33087c16b7ff94f6a,The Hives,ORGANIZATION,Entity
entity:2a65ae1d5758b62dbde0,Soundtrack of Our Lives,ORGANIZATION,Entity
entity:3a366f4fdc00bc095194,Arch Enemy,ORGANIZATION,Entity
entity:68f5ea6163466475c0a7,In Flames,ORGANIZATION,Entity
entity:2d0283aaaebf6840c0a0,Dark Funeral,ORGANIZATION,Entity
entity:360151eb4c4eefe12ec0,Dark Tranquillity,ORGANIZATION,Entity
entity:e7775793be1ede7c84df,Pain Of Salvation,ORGANIZATION,Entity
entity:e4956d5abfec3f905aee,nhạc Metal,CONCEPT,Entity
entity:e319f81c99b9d7a80888,Eurovision Song Contest,EVENT,Entity
entity:6902a22895e2adc079a5,cuối năm 1974,DATE,Entity
entity:67a819bb80f528568a3b,1984,DATE,Entity
entity:4aa8209e85ee1560a5ab,Ireland,LOCATION,Entity
entity:ec8f0f0c2be06921f83c,ngày 6 tháng 1,DATE,Entity
entity:cf89c95b5c4abe8a8045,Trettondedag jul,EVENT,Entity
entity:2e73638b34b48dd2f2fc,ngày 13 tháng 1,DATE,Entity
entity:15c6b2e07c1486f4044f,mùa Giáng Sinh,EVENT,Entity
entity:f1082c216bb2aa500465,cây Nô en,NATURE,Entity
entity:d1000f2399f1e1c79e4d,Valborgsmässoafton,EVENT,Entity
entity:877d11173ebf85093d10,30 tháng 4,DATE,Entity
entity:5b129f7f4f2c404687be,1 tháng 5,DATE,Entity
entity:18ecacec657ee0fdd190,15 giờ,DATE,Entity
entity:b4db38aa62c919c046c1,Svenska flaggans dag,EVENT,Entity
entity:08e37c81ec7d6178ff11,ngày 21 tháng 6,DATE,Entity
entity:de7331934b18a526ccaa,Flaggentag,EVENT,Entity
entity:d61669b75dcb289c400b,năm 1916,DATE,Entity
entity:b9a79d488180eae5bb37,1983,DATE,Entity
entity:3c5ec5611723967d2044,Lễ hội giữa hè,EVENT,Entity
entity:8358ac960100b1924d1a,Midsommarfest,EVENT,Entity
entity:667625615bcb0cf36c43,midsommarafton,EVENT,Entity
entity:25c683c5e1c07ec88454,thời kỳ Tiền Lịch sử,CONCEPT,Entity
entity:8b027c9207d01a8f6fc1,Ngày lễ này,EVENT,Entity
entity:4c63a23ad30b2d3ed1a1,cây nêu tháng 5,ARTIFICIAL,Entity
entity:21d25975f48db6778925,Kräftskiva,EVENT,Entity
entity:d68b8b9c3c0b4a1dc732,Surströmmingsfest,EVENT,Entity
entity:021ab3dc9e6889d82e1b,tôm cua,NATURE,Entity
entity:d94d97263b49b8194c3e,rượu mạnh,ARTIFICIAL,Entity
entity:d6e73aa1834ff881b6ef,cá trích ủ,NATURE,Entity
entity:b6b54557799f68457e2d,tunnbröd,ARTIFICIAL,Entity
entity:d1f3e5b4a2263fcba90d,Tiền Lịch sử,DATE,Entity
entity:65576f4136957f3809a5,miền Bắc Thụy Điển,LOCATION,Entity
entity:cf13d5b2d74e13f0140f,Lễ Lucia (Luciafest),EVENT,Entity
entity:51588f0205d0e5f70833,Nữ hoàng ánh sáng,CONCEPT,Entity
entity:5d2d7aabc86b0b2bb84e,người con gái đầu,PERSON,Entity
entity:513d89bed47e7096fa3f,váy trắng,ARTIFICIAL,Entity
entity:016193baf1ec008f3d1b,vòng hoa,ARTIFICIAL,Entity
entity:8c19cf359fd83243aa78,cành cây của một loài cây việt quất (Vaccinium vitis-idaea),NATURE,Entity
entity:28dbd77e8d671b6c2c95,nến,ARTIFICIAL,Entity
entity:8c617f277e4cef5813bc,nơi làm việc,ORGANIZATION,Entity
entity:1b33c7f718d4f7420d9a,các cô gái trẻ,PERSON,Entity
entity:fb845db22b901179abac,các nam thiếu niên,PERSON,Entity
entity:d643dfcafdcac7ab5d04,nón chóp dài,ARTIFICIAL,Entity
entity:c04b444d68f111ff054f,ngôi sao,ARTIFICIAL,Entity
entity:e2c8debe76d8f27eb635,Zlatan Ibrahimovic,PERSON,Entity
entity:b48507cbde1a41cc5666,Henrik Larsson,PERSON,Entity
entity:9444a486e44ff7e08c64,Fredrik Ljungberg,PERSON,Entity
entity:961252feebc130187cb9,Markus Näslund,PERSON,Entity
entity:2ec2f23810f1ccf9d83b,Peter Forsberg,PERSON,Entity
entity:725b3162e97e76beca49,Mats Sundin,PERSON,Entity
entity:0927be1795224b65719b,Daniel Alfredsson,PERSON,Entity
entity:53289ac3161a4283a3c2,Niklas Lidström,PERSON,Entity
entity:adedabf63183064baa84,Börje Salming,PERSON,Entity
entity:e3d8f3f56e2d2a51ae86,Pelle Lindbergh,PERSON,Entity
entity:5e5bea4141d1e0277ea4,Björn Borg,PERSON,Entity
entity:0efcbff51af8b8f0926b,Mats Wilander,PERSON,Entity
entity:a19960f0cd4f3444c854,Stefan Edberg,PERSON,Entity
entity:dd5a4417c1f1f0bcccf0,Robin Soderling,PERSON,Entity
entity:b72b63b6f86ea2a4a78f,Patrik Sjöberg,PERSON,Entity
entity:6e2cfc6751f3da4f6f36,Kajsa Bergqvist,PERSON,Entity
entity:2fb2602cbbc6c5db67d0,Stefan Holm,PERSON,Entity
entity:e4e064a5862050a9bf96,Carolina Klüft,PERSON,Entity
entity:5f931c7a19a689090beb,Christian Olsson,PERSON,Entity
entity:cf216f32d4b8bf4fbe4d,Thế vận hội mùa Hè 2004,EVENT,Entity
entity:4109106bd9b46ad42197,điền kinh nữ bảy môn,CONCEPT,Entity
entity:1d105a5446c292ac2130,nhảy ba bước,CONCEPT,Entity
entity:451c4db69d8faaf41a50,Ingemar Johansson,PERSON,Entity
entity:27b4b977794fe0fc658e,Annika Sörenstam,PERSON,Entity
entity:74b7b8b8a4b34dbede6b,Jan-Ove Waldner,PERSON,Entity
entity:b52760e9eabd6adbca14,Tony Rickardsson,PERSON,Entity
entity:5318864eb5f1a5bbe655,brännboll,CONCEPT,Entity
entity:be5bdf3584ace9e8a31d,kubb,CONCEPT,Entity
entity:fa28b5a8393a85cf1151,boules,CONCEPT,Entity
entity:c91cc918f2c9de52bcdc,Ẩm thực Thụy Điển,CONCEPT,Entity
entity:25947232f95238397ec3,Trung tâm lá chắn lớn,CONCEPT,Entity
entity:86d90814e11d1406f5e1,lá chắn tương đối nhỏ,CONCEPT,Entity
entity:3ac22b9f549137f36654,vương miện,CONCEPT,Entity
entity:2fa82f851de3f90150a2,sư tử vàng,NATURE,Entity
entity:1a74967e891682979553,huân chương trang trí,CONCEPT,Entity
entity:429fd12c0e1f1326fcba,quốc huy,CONCEPT,Entity
entity:fbcb6aa4dc4e746e439c,Truyền thanh và truyền hình tại Thụy Điển,CONCEPT,Entity
entity:fa60b3ea8d41c533c809,Danh sách các trường Đại học tại Thụy Điển,CONCEPT,Entity
entity:08acab634ef9dc1624eb,Quan hệ quốc tế của Thụy Điển,CONCEPT,Entity
entity:06b71546e696b1a1050b,Danh sách các cuộc chiến tranh của Thụy Điển,CONCEPT,Entity
entity:12a07432dd2df29c5d4a,Giao thông tại Thụy Điển,CONCEPT,Entity
entity:5bdc58d5ecc6302b4d44,Danh sách các công ty Thụy Điển,CONCEPT,Entity
entity:0b3053a595a848d1942a,Danh sách báo chí Thụy Điển,CONCEPT,Entity
entity:5c899c8d6102f31ff44d,Người nói tiếng Thụy Điển ở Phần Lan,CONCEPT,Entity
entity:f6db9b7dd28b76177e1c,Quốc hội Thụy Điển,ORGANIZATION,Entity
entity:3af6a2680e69078a0d90,Học tập và nghiên cứu tại Thụy Điển,CONCEPT,Entity
entity:71ab6fae6292016645d3,Du lịch Thụy Điển,CONCEPT,Entity
entity:893ea6c6eb9c38f02c66,Sweden Info - Kingdom of Sweden,WORK,Entity
entity:afc7dc6cdea2ebe7ff7a,Sách tài liệu của CIA về Thụy Điển,WORK,Entity
entity:4b568b533300e279408a,Bộ Ngoại giao Mỹ,ORGANIZATION,Entity
entity:18d62dcdbe633be39f59,Quốc gia thành viên Liên minh châu Âu,CONCEPT,Entity
entity:f34248233da75c5636e3,Quốc gia Scandinavia,CONCEPT,Entity
entity:30c78d471f1d40ee7e63,Quốc gia Bắc Âu,CONCEPT,Entity
entity:b1beb09053282e5283b4,Quốc gia thành viên của Liên Hợp Quốc,CONCEPT,Entity
entity:44e63c8d6ef6d49114ab,Quốc gia Kitô giáo,CONCEPT,Entity
entity:c90e1868a85adc41f531,Quốc gia và vùng lãnh thổ German,CONCEPT,Entity
entity:49ebe083a216e244daed,Quốc gia thành viên Liên minh Địa Trung Hải,CONCEPT,Entity
entity:ce61fcf2a80ce32c9478,12 khu công nghiệp Thành phố Hồ Chí Minh,LOCATION,Entity
entity:0237fcaa1fa463374881,năm 2020,DATE,Entity
entity:77fff9cf94019a6d440c,GRDP,CONCEPT,Entity
entity:053e32cdd075d06eaedf,Tổng cục Thống kê,ORGANIZATION,Entity
entity:ee0aab26a7a9a19691fc,GRDP bình quân đầu người,CONCEPT,Entity
entity:f66e035d0dfeb63590ca,Đông Nam Á lục địa,LOCATION,Entity
entity:69c38b93531824dee59a,khách du lịch quốc tế,CONCEPT,Entity
entity:dcf92ee8aaf21736e597,ngành thông tin - truyền thông,CONCEPT,Entity
entity:ceca7ae2297ee0418775,"Thể dục, thể thao",CONCEPT,Entity
entity:5ce626d079cc45ac20aa,giải trí,CONCEPT,Entity
entity:747a520d12eb2f8d546e,Prey Nokor,LOCATION,Entity
entity:f77459695d0c225d0bb4,chúa Nguyễn Phúc Tần,PERSON,Entity
entity:d21c43b1219bf0d49516,Năm 1698,DATE,Entity
entity:fe976fa3ff38fa781a3c,Nguyễn Hữu Cảnh,PERSON,Entity
entity:35e027b6ae71f08e2bdc,huyện Nhơn Trạch,LOCATION,Entity
entity:23bf85ff8285b3434760,phủ Gia Định,LOCATION,Entity
entity:aa87c8a71425c4489c39,Chợ Lớn,LOCATION,Entity
entity:84a6a45d7285e7f4376a,trung tâm thành phố,LOCATION,Entity
entity:317c72714607e8eddc79,Đế quốc Khmer,ORGANIZATION,Entity
entity:4c96595b89afcd20caa3,Launay,WORK,Entity
entity:c191ba056c9b8759f0c9,Histoire de la Mission Cochinchine,WORK,Entity
entity:95701254cd41f56a30ac,Rai Gon Thong,LOCATION,Entity
entity:f0ba30172601f7bfc3f7,Phủ biên tạp lục,WORK,Entity
entity:127f8dda3b6e7c71f92a,Lê Trung Toản,PERSON,Entity
entity:ea6960600fa56beb0241,Năm 1776,DATE,Entity
entity:670ff0681e6a52164ebf,Cao Miên,LOCATION,Entity
entity:d47ccea278fe299da54e,Sài Côn,CONCEPT,Entity
entity:b98de05fa0e45ee82c2c,chữ Hán 棍 - 'Côn,CONCEPT,Entity
entity:4360fbee5e8a7ac08995,Tây Cống,CONCEPT,Entity
entity:8581bc39fbae12ed435e,lũy Bán Bích,LOCATION,Entity
entity:97772b66b21e3216e8df,lũy Hoa Phong,LOCATION,Entity
entity:13242fd02de053db52e6,Thụ Nại,LOCATION,Entity
entity:26a20c0b3ad62a178f7a,bán đảo Đông Dương,LOCATION,Entity
entity:b83d58222b0d8af87d85,Bến Nghé,LOCATION,Entity
entity:3942d84def06628b6f21,Liên bang Đông Dương,ORGANIZATION,Entity
entity:4384224c3d89f978d1c4,Cộng hòa tự trị Nam Kỳ,ORGANIZATION,Entity
entity:3d34ff7234fd4c4bcc34,Hiệp định Genève,EVENT,Entity
entity:b4d6a70820e2fe00b324,sự kiện 30 tháng 4 năm 1975,EVENT,Entity
entity:d82902a1b8492d95e3c4,tỉnh Hoàng Liên Sơn,LOCATION,Entity
entity:10f2ec57354b716c9f5d,ngày 2 tháng 7 năm 1976,DATE,Entity
entity:4cf8275092853fc1e494,Quốc hội nước Việt Nam thống nhất,ORGANIZATION,Entity
entity:e29833006674877c291c,Chủ tịch Hồ Chí Minh,PERSON,Entity
entity:5156a4eb1fb7a792cb3a,Chủ tịch nước đầu tiên của Việt Nam Dân chủ Cộng hòa,PERSON,Entity
entity:0d7c47745a2411a74185,TP. HCM,KEYWORD,Entity
entity:4a9823550e2ff6e9128d,HCMC,KEYWORD,Entity
entity:6ffb4316229654b87ae1,Thời kỳ hoang sơ,EVENT,Entity
entity:6aa2e8e59f64f33ff84a,Con người,CONCEPT,Entity
entity:df5151c7da1f73b9bd70,khai quật khảo cổ,SCIENCE,Entity
entity:5988b9cd0f62952b86ab,thời kỳ đồ đá,EVENT,Entity
entity:c1d9758a4e38a8f486a8,thời kim khí,EVENT,Entity
entity:9eb0ec817a8de973d807,thời kỳ đồ đá,CONCEPT,Entity
entity:d6541bb9da685546a380,thời kim khí,CONCEPT,Entity
entity:a9aaf8bd07ed2e3c46e2,Văn hóa Sa Huỳnh,CONCEPT,Entity
entity:21fc0e2e034c54294d40,Văn hóa Óc Eo,CONCEPT,Entity
entity:dba16e443cfcaa420163,thế kỷ thứ 8,DATE,Entity
entity:fcceab20ccd6befa6182,miền Nam Đông Dương,LOCATION,Entity
entity:a5aecfe2207a6c0c6b7e,kỹ thuật canh tác nông nghiệp,TECHNOLOGY,Entity
entity:33d2c123b234d64328af,nhà Nguyễn,ORGANIZATION,Entity
entity:a5dfcc3d42eb75c62aa4,Công nữ Ngọc Vạn,PERSON,Entity
entity:17eba04324ed6ae10a1e,vua Chân Lạp Chey Chetta II,PERSON,Entity
entity:4985bc39a6b23e6a484e,Chân Lạp,ORGANIZATION,Entity
entity:7b482f7389da4b73ef3a,Khmer,PERSON,Entity
entity:8581cf4bd7539ef5a914,Châu Ro,PERSON,Entity
entity:1c98f22f82fce042b141,S'Tiêng,PERSON,Entity
entity:925c422e69dcc1d529d4,Chey Chettha II,PERSON,Entity
entity:b6de405b5382f0a9804e,Chân Lạp,LOCATION,Entity
entity:76a17e7eae0ced33224b,Đồng Nai,LOCATION,Entity
entity:30072215c3bfeff1dd34,chữ viết Khmer cổ,CONCEPT,Entity
entity:f24a32b5890c5a2c26ee,người Chăm,CONCEPT,Entity
entity:ed4e21da5dd6467c0e9c,người Man,CONCEPT,Entity
entity:ab0d263c6851bcfa6587,1623,DATE,Entity
entity:9503cafbeef3f2198bec,Kas Krobei,LOCATION,Entity
entity:41894c9cc296acb02c78,Xiêm,LOCATION,Entity
entity:2012d973026f1554b334,thương nhân Việt Nam,CONCEPT,Entity
entity:1b8e14feb7214d929dcc,thương nhân Trung Quốc,CONCEPT,Entity
entity:c32bc46b0a9c97424bde,Phó vương Nặc Nộn,PERSON,Entity
entity:4eeac6ad273c677b967c,Tân Mỹ,LOCATION,Entity
entity:2ffcbeaa1c0201d40ef0,Năm 1679,DATE,Entity
entity:30c54d784a8e536f0eff,người Hoa tị nạn triều Mãn Thanh,PERSON,Entity
entity:50ba775e94397ae0e894,xã Phú Mỹ Hưng,LOCATION,Entity
entity:228e5da1e0c1654912f0,đồn Kỳ Hòa,LOCATION,Entity
entity:e7dc3c8a7c4c9ddd6eb2,huyện Phước Long,LOCATION,Entity
entity:bcf4efd90355436d15f1,Đông Nam Bộ,LOCATION,Entity
entity:101a23067a2a2af45180,cuối thế kỷ 17,DATE,Entity
entity:f4e800f0fb5bdb7e51fc,Cù lao Phố,LOCATION,Entity
entity:c5af53e7ee1414a4ccdc,Tây Sơn,ORGANIZATION,Entity
entity:c37cb473e4d3150870c3,năm 1790,DATE,Entity
